product_code,product_description,sector,current_rca,density,pci,opportunity_gain,world_market_size,demand_growth,feasibility_score,transformation_score,relative_category,economic_interpretation,data_warning
1001,Wheat and meslin,Vegetable products,0,0.0744181587497999,-0.199450606022009,79.2158930760737,57201225641,0.0741260583202423,0.742644499362047,0.626813364797404,Incremental extensions,HS section: Vegetable products; nearer to current RCA basket; below-median relative complexity.,none
2716,Electrical energy,Minerals,0.196408039347456,0.0727110177661648,-0.48116297032079,77.4641555895616,66592611984,0.132463330527425,0.72836109665911,0.604086690326657,Incremental extensions,HS section: Minerals; nearer to current RCA basket; below-median relative complexity.,none
1905,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty capsules of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",Foodstuffs,0.365989866522069,0.0714551803329398,-0.201669392464295,76.5428488200414,50214667802,0.0841622138647244,0.721935659692544,0.612085175963432,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
1005,Corn (maize),Vegetable products,0.139582136534055,0.0868624156204428,-1.05263062767728,59.5694674808404,51130629027,0.0967544511524372,0.720662386809865,0.525675579422003,Incremental extensions,HS section: Vegetable products; nearer to current RCA basket; below-median relative complexity.,none
2309,Preparations of a kind used in animal feeding,Foodstuffs,0.0824836816586439,0.072160591386009,-0.260725057295568,73.5348959744248,42010498355,0.0813692492830964,0.715954002378386,0.594933773706443,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
4401,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms",Wood and paper,0.00331406104792018,0.0764731169660111,-0.421303207257944,75.9947538632567,12394564149,0.0645252007293744,0.715507822661563,0.579975720638696,Incremental extensions,HS section: Wood and paper; nearer to current RCA basket; below-median relative complexity.,none
0201,"Meat of bovine animals, fresh or chilled",Animal products,0.072399074222999,0.079735126966507,-0.653165850184425,76.8708344544897,27906083519,0.0428909174103529,0.71496579521102,0.564262189230369,Incremental extensions,HS section: Animal products; nearer to current RCA basket; below-median relative complexity.,none
3402,"Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401",Chemicals,0.112526921323502,0.0689842125045156,-0.0636322123786592,90.6269524500533,41483034855,0.0496975979290173,0.714707052782836,0.637794124022942,Incremental extensions,HS section: Chemicals; nearer to current RCA basket; below-median relative complexity.,none
2103,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard,Foodstuffs,0.082922809119088,0.0729404422863643,-0.246848217894683,74.8500549747684,18111303573,0.0828010557077503,0.712084556591971,0.592383589133747,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
0207,"Meat and edible offal, of the poultry of heading 0105, fresh, chilled or frozen",Animal products,0,0.0759813666396766,-0.42006941418218,67.3200982359655,32556955482,0.0569037712333287,0.707456767871964,0.562777788100636,Incremental extensions,HS section: Animal products; nearer to current RCA basket; below-median relative complexity.,none
8704,Motor vehicles for the transport of goods,Transport equipment,0.0134161299916091,0.0626400593273102,0.25086084999364,96.7479902361194,175064364476,0.0616409480111682,0.706447889182058,0.687670404573439,Middle-range candidates,HS section: Transport equipment; intermediate proximity; moderate relative complexity.,none
7612,"Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no",Metals,0.0147725687512341,0.0693473308991494,0.0141752231087765,89.2081009359996,6524599407,0.0667497382644042,0.704690887187682,0.631120086835879,Incremental extensions,HS section: Metals; nearer to current RCA basket; below-median relative complexity.,none
1704,"Sugar confectionery (including white chocolate), not containing cocoa",Foodstuffs,0.0349381439729513,0.0756852984915143,-0.51672645519071,68.5492283176628,15837302001,0.076662675174072,0.704123155821472,0.557509259603355,Incremental extensions,HS section: Foodstuffs; nearer to current RCA basket; below-median relative complexity.,none
1003,Barley,Vegetable products,0,0.0670843453547772,0.0653686123559834,87.7063994386918,10215836423,0.0784196254580734,0.699022709254648,0.636181900107771,Incremental extensions,HS section: Vegetable products; nearer to current RCA basket; below-median relative complexity.,none
2601,"Iron ores and concentrates, including roasted iron pyrites",Minerals,0.177977803794916,0.106784969000518,-1.80613228101538,26.7669722693221,150224724064,0.111243608197845,0.697576863998414,0.457911076839224,Incremental extensions,HS section: Minerals; nearer to current RCA basket; below-median relative complexity.,none
7010,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",Stone and glass,0.0213776447654317,0.0720289802872306,-0.419848121297512,73.3262188617896,14711906383,0.0799332110219353,0.695460936241902,0.568416081360635,Incremental extensions,HS section: Stone and glass; nearer to current RCA basket; below-median relative complexity.,none
3923,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics",Plastics and rubber,0.0340788294371999,0.0701829030645542,-0.0342495397878116,76.4396511980791,63418504595,0.0373772731802171,0.694952509693163,0.597591032120604,Incremental extensions,HS section: Plastics and rubber; nearer to current RCA basket; below-median relative complexity.,none
1514,"Rapeseed, colza or mustard oil, and fractions thereof, whether or not refined, but not chemically modified",Fats and oils,0,0.0646101581783855,0.166618434365513,86.5047019124722,13324984634,0.174125835865005,0.694062085795335,0.647756017193752,Middle-range candidates,HS section: Fats and oils; intermediate proximity; moderate relative complexity.,none
2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",Minerals,0,0.111578420997251,-2.10036438496914,25.5939563824955,184209260657,0.0831008622600484,0.692911371040668,0.450475135332664,Incremental extensions,HS section: Minerals; nearer to current RCA basket; below-median relative complexity.,none
7202,Ferroalloys,Metals,0,0.0899838154704812,-1.17461287737781,37.4486436110686,43916385791,0.0771990894886219,0.692205984367064,0.473208622889492,Incremental extensions,HS section: Metals; nearer to current RCA basket; below-median relative complexity.,none
3926,Other articles of plastics and articles of other materials of headings 3901 to 3914,Plastics and rubber,0.00530444185058662,0.0482403977063621,1.03512981089685,132.41956672153,133811757081,0.122081441222244,0.626337377828979,0.770884431478935,Transformational long shots,HS section: Plastics and rubber; distant from current RCA basket; high relative complexity.,none
7326,Other articles of iron or steel,Metals,0.0934644141660699,0.054546714224265,0.850571249256656,126.315561871629,64246807957,0.0549165302210635,0.675617513347455,0.763128507190903,Strategic bets,HS section: Metals; intermediate proximity; high relative complexity.,none
8419,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,",Machinery and electrical,0.0605693115017741,0.0464998308104532,1.28782496272827,145.994731651521,48325233332,0.0486087762411573,0.58686986695901,0.755823253062792,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof",Machinery and electrical,0.125419837546977,0.0494301578994518,1.08313756133743,119.424889361324,86202641159,0.0638792878685728,0.617882260581961,0.74963248045883,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
8708,Parts and accessories of the motor vehicles of headings 8701 to 8705,Transport equipment,0.00347285914096059,0.0532795348432311,1.03630504143251,127.24398763885,424937209118,0.0183667583303573,0.637944244181005,0.746739318939141,Strategic bets,HS section: Transport equipment; intermediate proximity; high relative complexity.,none
8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof",Machinery and electrical,0.0100497459762174,0.0566624431788316,0.743273200994577,122.836501740308,10982437735,0.0699604615397576,0.684023545406122,0.746424600815093,Middle-range candidates,HS section: Machinery and electrical; intermediate proximity; moderate relative complexity.,none
8504,"Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",Machinery and electrical,0.00416428691054283,0.0481423801193667,0.952458723933412,114.974726772863,140964165869,0.101844002650594,0.602765416155685,0.732096990474067,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
8701,Tractors (other than tractors of heading 8709),Transport equipment,0.00108010906352673,0.0495426273701096,0.789110167242966,123.623317843624,83431283858,0.0876854055567273,0.615559695021492,0.731962509445415,Middle-range candidates,HS section: Transport equipment; distant from current RCA basket; moderate relative complexity.,none
8413,"Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof",Machinery and electrical,0.0266746274903269,0.0436338252162978,1.58202742348399,142.008677142907,70794380389,0.0245983420860507,0.536631331524769,0.731662114286422,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
8428,"Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)",Machinery and electrical,0.133117155462805,0.0459946268858861,1.23882879065291,135.96975550218,36100967190,0.0356058428463706,0.561925920076307,0.730923281553879,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
8481,"Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof",Machinery and electrical,0.0186769221593913,0.0440772034656588,1.31128654720138,140.55811801974,101520442179,0.0318620854557106,0.542881718631932,0.729513204999566,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
4016,Other articles of vulcanized rubber other than hard rubber,Plastics and rubber,0.0172214130568791,0.0521770511266298,1.00235121296487,122.912890762341,29782327632,0.0275880345444763,0.615393548626853,0.727222924176546,Strategic bets,HS section: Plastics and rubber; intermediate proximity; high relative complexity.,none
8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",Transport equipment,0.0149362655471856,0.0528509417003629,0.780297027013984,116.687101035442,35774507293,0.0562753046469677,0.632346442330323,0.720692968275794,Middle-range candidates,HS section: Transport equipment; intermediate proximity; moderate relative complexity.,none
8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",Machinery and electrical,0.327678865019516,0.0419691908937323,1.49344428895028,124.846593339359,86847746336,0.0400063029961373,0.524506980316375,0.719801615320773,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
5603,"Nonwovens, whether or not impregnated, coated, covered or laminated",Textiles and apparel,0,0.0514652724997611,1.15093772949663,127.442488781128,15971751189,0.0113867485990979,0.592379872904976,0.718677146431801,Strategic bets,HS section: Textiles and apparel; intermediate proximity; high relative complexity.,none
8516,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; elect",Machinery and electrical,0.000136427241056783,0.0524695102414808,0.801919142110046,113.54764890294,60830424513,0.0539620306468769,0.62816738823442,0.718580756748052,Strategic bets,HS section: Machinery and electrical; intermediate proximity; high relative complexity.,none
8703,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702),including station wagons and racing cars",Transport equipment,0.00126613568663231,0.052693361530827,0.99480003974062,102.672264697695,904510561822,0.0464648414971147,0.627061190803573,0.717298657822042,Strategic bets,HS section: Transport equipment; intermediate proximity; high relative complexity.,none
9027,"Instruments and apparatus for physical or chemical analysis (for example, polarimeters,refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or",Instruments,0.0204772590531336,0.0434036859196819,1.63389120885762,118.972311848499,50979402364,0.0385965520970717,0.529738733633109,0.717293702850347,Transformational long shots,HS section: Instruments; distant from current RCA basket; high relative complexity.,none
7308,"Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge sections, lock gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, sh",Metals,0.0361668899395164,0.0586025201422528,0.505819467208917,105.323737350009,64295160567,0.0667487718472479,0.687408487866513,0.71185879569413,Middle-range candidates,HS section: Metals; intermediate proximity; moderate relative complexity.,none
8427,Fork-lift trucks; other works trucks fitted with lifting or handling equipment,Machinery and electrical,0.000275169611422415,0.0374117811703212,1.37329645951406,127.211508580148,29672874433,0.0930587156378706,0.493485063857198,0.711339065616213,Transformational long shots,HS section: Machinery and electrical; distant from current RCA basket; high relative complexity.,none
